drug_name,CanonicalSMILES,DepMap_ID,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,predicted ln(IC50),Top10 genes,Top10 pathways
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000174,CAL-62,906828,THCA,thyroid,thyroid,,1.7775111,"TAF7L, IFNA13, RSPO4, SLC8A2, LAMC3, FZD9, INS, CSH2, COL9A1, CCR10",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000176,LOU-NH91,1298226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,,0.7305611,"ARF6, MNAT1, DIAPH2, FBXW7, FOS, TLE3, SOS2, XRCC3, EP300, CASP3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000178,Hs-766T,1298141,PAAD,pancreas,pancreas,,2.2607186,"DHH, GRIA1, TEK, VWF, NTRK2, IFNA1, ADRA1D, BMPR1A, PAK3, LILRB2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000181,SCC-9,909709,HNSC,aero_digestive_tract,head_and_neck,,-0.20682743,"PKN1, TAF15, TNFSF4, PPP1R12A, IL1A, IL1F10, RAD51C, PDGFRB, NTRK1, PDHB",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000183,L-363,924239,MM,blood,myeloma,,1.1352106,"CCR5, RNF43, DFFB, SHC4, AIRE, PTCH2, CD28, TLR7, IL13, GHSR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000187,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,,1.494573,"GNG13, GRM5, GLP1R, SV2B, TLR9, DRD2, CLDN19, CSH1, RSPO4, ACSL6",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000189,RCC10RGB,909974,KIRC,kidney,kidney,,1.678898,"RBBP8, CDC25A, CCL11, TAF3, EIF4E, SSX2IP, CCNA2, SEH1L, FSHR, PPP2R5C",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000190,HD-MY-Z,907050,UNCLASSIFIED,blood,Hodgkin_lymphoma,,4.526322,"GRIA1, RSPO2, CTLA4, CXCL6, DKK1, ITGA10, CACNG7, PDE1A, MOSMO, AGTR1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000191,BHT-101,906696,THCA,thyroid,thyroid,,1.6149014,"INHBE, TNFRSF4, LBP, ATP1A2, TNFSF11, VCAM1, BIRC7, HTR1F, CSNK1A1L, CCL5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000192,MFE-280,908129,UCEC,urogenital_system,endometrium,,3.0325117,"FGF4, PDPK1, RPS6, CD40, ACTR3B, GAB1, ADCY4, DAPP1, TCF7L1, GNB2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000193,KARPAS-620,1327775,MM,blood,haematopoietic_neoplasm_other,,1.8728431,"SLC8A3, CCL4L2, CCL3L3, CCL4, IL5RA, FCER2, CCL1, ESR2, LEFTY1, LAMB4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000196,HCC1599,749713,BRCA,breast,breast,,1.9194463,"TLR1, TACR1, KIT, CCL28, CALML5, KRT16, WNT2B, RPS27A, ITGA3, HEY2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000198,EoL-1-cell,906856,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,,0.5871969,"BCL2L11, CCND2, CCR6, NTRK1, IL2RA, CCR2, FLT3, CCL23, BAD, TNFSF13B",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000201,A204,910784,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,,2.2698839,"EDN3, CRH, TRDN, CLDN20, DHH, RSPO2, CCKBR, COL9A1, GRIA2, ITGA10",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000204,LP-1,907791,MM,blood,myeloma,,3.3126132,"TNFRSF13B, CD28, TPTEP2-CSNK1E, HTR2C, CCL3, CALML4, TUBA3C, UBA52, CCR10, UBE2QL1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000207,Detroit562,906837,HNSC,aero_digestive_tract,head_and_neck,,0.6725338,"RAB5B, TAF1, BIRC2, SOCS7, CSNK1E, MAP2K7, AKT2, CASP9, DIAPH2, GIT1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000211,Daoy,906833,MB,nervous_system,medulloblastoma,,1.6888863,"CCKAR, TEK, MYLK2, CR1L, COL6A3, COL1A2, TTK, BMPR1A, VCAM1, CD33",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000212,CAL-120,906826,BRCA,breast,breast,,3.1712005,"KRT33B, OXTR, SFRP1, AGTR1, WNT16, PTPRR, KRT34, CDK4, FGF1, CTNND2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000213,HuP-T4,907286,PAAD,pancreas,pancreas,,1.8128034,"BMP3, KRT13, GTF2B, HCAR1, IL20RA, PPP2R3A, PLAAT3, WNT7A, KCNJ5, NR1H3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000217,JHH-6,1240159,LIHC,digestive_system,liver,,3.0679557,"IL36B, NKD1, TSLP, PPP3CC, VCAM1, GREM1, IKBKG, PORCN, AOX1, LDHC",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000219,A375,906793,SKCM,skin,melanoma,,1.5773821,"SLC25A31, IL13RA2, IL24, MOSMO, TLR4, HLA-DQA2, NFATC2, WWP2, EDNRB, BABAM1",hsa04514
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000221,SNU-398,1240217,LIHC,digestive_system,liver,,1.9901078,"GCG, DKK2, FGF8, GRIA2, GHR, EDNRA, GLI1, CD40, GDF2, BMP5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000222,AsPC-1,910702,PAAD,pancreas,pancreas,,3.7305834,"CREB3L3, SMURF1, MAP2K4, SSTR5, ACOX1, FGF19, IL37, TUBAL3, CNGA1, SRC",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000223,HCC1937,749714,BRCA,breast,breast,,1.5217465,"PLA2G4E, IFNL1, KRT16, CALML5, CYP8B1, ADCYAP1, HSPA1L, CD14, FGF3, COP1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000225,ECC12,906849,UNCLASSIFIED,digestive_system,stomach,,2.2253218,"PPP3R2, PTK2, WNT7A, CACNG3, ACKR3, CXCL8, STRADA, BMP8B, RBL1, MET",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000227,KP-N-YN,907314,NB,nervous_system,neuroblastoma,,2.4337022,"CHRM2, AVPR1A, INS, SV2C, HTR1E, WAS, ACADM, NRAS, SMURF2, BCL2L1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000231,KALS-1,907271,LGG,nervous_system,glioma,,2.4391866,"GRIA3, MSTN, FLT1, ATP6V1G3, FRZB, PECAM1, INSR, CXCL11, CXCL10, NTRK3",hsa04014
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000232,U251,905983,GBM,nervous_system,glioma,,2.7601612,"GFAP, ATP1B2, ACSBG1, CTNND2, TACR1, PDGFRA, PDE1C, PPP1CB, ADRA1D, RHEB",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000233,DEL,906836,UNCLASSIFIED,blood,lymphoid_neoplasm_other,,1.0086514,"WNT9B, CLDN24, PLA2G4D, IL2RA, WNT8B, IL26, PIK3R6, GZMB, CCR7, CXCR6",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000235,PANC-04-03,1298476,PAAD,pancreas,pancreas,,1.350247,"LDHB, MAML1, RNF7, UBE2O, GTF2H2C, TAF1, E2F3, DVL3, ABL1, MEGF8",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000236,SW1417,909747,COREAD,digestive_system,large_intestine,,3.9858363,"FASLG, IL34, VHL, FABP5, ACVR2A, HSPA2, TGFA, ANGPT2, VIP, CCL24",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000238,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck,,1.5228673,"CXCL10, IL36G, CSNK1A1L, KRT14, KRT31, CNGB1, MTCP1, IL20, FXYD1, CD14",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000242,RT4,687455,BLCA,urogenital_system,bladder,,1.9205074,"PLA2G2F, ATP1A4, DRD1, CASQ1, GDF7, FABP4, BMP3, PLIN4, PRKACA, SHH",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000243,DAN-G,1290797,PAAD,pancreas,pancreas,,0.9612953,"VWF, PLA2G5, TNFSF18, SERPINF1, BUB1B-PAK6, TNFRSF17, CDC23, RAF1, IL37, TNFRSF25",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000244,DK-MG,906839,GBM,nervous_system,glioma,,2.3266387,"TRIM25, KLHL9, STAT6, MKNK1, PLK1, PALB2, F11R, PKMYT1, RPS6, PPIF",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000245,BL-41,910706,UNCLASSIFIED,blood,Burkitt_lymphoma,,0.7115818,"SIAH1, IL22, FGF20, RPS6KB2, CASP9, BMPR1B, FGF19, INHA, MAPK1, TP53AIP1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000247,OCUM-1,1298358,STAD,digestive_system,stomach,,3.0053732,"FGF3, HTR1B, IFNA1, MAPK7, COP1, FASLG, PLA2G2E, KRAS, KRT9, EFNA1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000248,AU565,910704,BRCA,breast,breast,,-1.0308247,"LBP, SELE, ADCY5, CNGA2, SLC25A4, CYP8B1, GNB5, MAPK12, MYLK3, NBN",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000249,CL-11,1290769,COREAD,digestive_system,large_intestine,,3.7588186,"KRT37, ACKR3, FGF20, KRT38, FASLG, IL10, HSPA2, CCL13, GRK6, VHL",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000250,KMRC-20,1298169,KIRC,kidney,kidney,,1.8790013,"FSHR, CR1L, PLA1A, FXYD2, TSHB, EVC2, LRP2, SGK2, RAPGEF3, ACTR3C",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000252,LS-1034,917486,COREAD,digestive_system,large_intestine,,2.0879266,"KRT38, CREB3L3, CCL24, ACOX1, HSPA2, SSTR5, FABP1, KRT32, AQP7, APOA5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000254,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck,,-0.2108925,"IL36G, CXCL6, PRPF19, POLD3, VDAC1, ANAPC7, HCAR3, CHEK1, CDC7, CDK4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000257,COR-L279,910937,SCLC,lung,lung_small_cell_carcinoma,,1.6590899,"PTPN5, CRHR2, G6PC2, ADCYAP1R1, CACNA1E, GP5, GRIA1, NOS2, CER1, PDE4C",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000258,DU-4475,906844,BRCA,breast,breast,,2.183872,"CACNA1S, HLA-DPA1, GNB2, FLT3, TIAM1, CCL25, RPS6KA3, IL3RA, ITGB4, DKK4",hsa04310
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000259,KELLY,753618,NB,nervous_system,neuroblastoma,,1.4455563,"HTR1E, COL6A6, P2RX3, GNG3, ADCYAP1R1, SLC8A3, RSPO1, CNTN2, PAK5, CNGB1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000260,SK-N-AS,724828,NB,nervous_system,neuroblastoma,,2.3307712,"VIP, GNG8, COL6A6, HTR2B, NPY, NFKB1, MAPK12, IFNA21, SHC4, TAB2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000263,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,,1.3983078,"GNB5, PFKM, ELOB, CTNND1, VAV2, CREB3, MPZL1, RRAS2, MAP3K13, ITPR3",hsa04810
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000264,Calu-6,724859,LUAD,lung,lung_NSCLC_adenocarcinoma,,2.6246316,"FABP4, PRKACA, HHATL, FGF7, BMP5, PCK1, PLIN4, CREB3L3, CACNA2D4, AQP7",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000265,KP-4,753572,PAAD,pancreas,pancreas,,2.41234,"DUSP7, MYL10, HGF, BMP5, TAF2, GLI1, TBPL2, APC2, CACNA1G, TGFBR1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000267,HDLM-2,924110,UNCLASSIFIED,blood,Hodgkin_lymphoma,,2.2358053,"ITGA3, MAP2K3, CUL1, DET1, CHEK1, POLD3, BCL2L11, PRR5, F2, ELK1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000269,AM-38,910933,GBM,nervous_system,glioma,,1.8529221,"PLCZ1, IL23R, DHH, MYD88, IL24, NOTCH4, TACR3, GRPR, CAMK1G, KLHL9",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000270,HPAC,1298136,PAAD,pancreas,pancreas,,3.2217681,"IFNA1, LILRB2, GDF11, PRKCG, NGF, HTR1B, IFNE, MAP2K2, ACVR1, MAPK10",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000271,SU-DHL-10,1331033,DLBC,blood,B_cell_lymphoma,,0.7554043,"IL2, SCP2, CD1C, IL9R, MS4A1, HLA-DQA2, CD86, NCF1, ITK, FGR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000273,SF539,905984,LGG,nervous_system,glioma,,1.5012052,"CCL8, CCR10, PLCB3, CCN4, ITGA11, CXCL12, DDX58, SOST, MAPK8, CASP2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000276,HCC38,749717,BRCA,breast,breast,,2.9598382,"HTR2A, TACR3, CCKBR, CALML3, RSPO4, FZD10, TF, PLCD1, EDN2, PPP2R2D",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000277,HCC1419,907045,BRCA,breast,breast,,0.46041405,"EPO, BID, CACNG1, WWP1, ATP1A2, INS, GNA14, PRLR, SPOP, HCAR1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000282,NCI-H1755,908475,LUAD,lung,lung_NSCLC_adenocarcinoma,,1.436926,"NPY, COL4A6, HTR7, CACNA1G, MSTN, SELL, POMC, VTN, P2RX6, GRIN2D",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000288,BT-549,905951,BRCA,breast,breast,,2.4647982,"RSPO2, HTR1B, HTR2A, IL1R1, GRIN2A, NTRK3, BDKRB1, CXCL6, STAM, PGF",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000290,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma,,1.4238714,"CNGA4, FGF21, CER1, CNGA3, CCKBR, PPP2CB, KSR2, HCN4, GRIA1, E2F5",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000291,OV-90,1240197,OV,urogenital_system,ovary,,3.19263,"IL9, CCL26, IL4, CASTOR1, CRKL, DUSP9, IL34, AMHR2, PIK3R6, NRG3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000292,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma,,2.0949056,"TEK, HTR6, GRIN3B, TAF7L, ENO4, LDHAL6A, BMPR1A, HTR1B, TACR3, CCNB3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000293,KLE,924187,UCEC,urogenital_system,endometrium,,2.0406477,"CSH1, BAX, CLDN19, ACSL6, CADM1, RASGRP3, NFKBIA, GNG4, CSH2, IL21R",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000295,EM-2,906855,LCML,blood,chronic_myeloid_leukaemia,,1.5285223,"CSF3R, CXCR2, TNFSF13B, SSH3, LILRA5, ZFYVE16, PIM1, SUCNR1, HLA-DRB5, HRH2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000298,NCI-H2029,688011,SCLC,lung,lung_small_cell_carcinoma,,2.6730459,"TRAF3, CD99, MYC, HK2, NFKB2, EFNA4, GTF2E2, NOTCH2, AGRN, SMAD3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000301,LAMA-84,907783,LCML,blood,chronic_myeloid_leukaemia,,0.95302767,"IL23R, CR1, OSM, ITGA2B, CR1L, CSF2RB, ESR2, GLP1R, SELP, GP6",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000303,SNU-5,908445,STAD,digestive_system,stomach,,1.7608666,"CREB3L3, ACOX1, TUBAL3, CLDN24, HTR1D, ADRA1D, SGK2, TNFRSF11A, PPP1R1B, NTSR1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000304,WM-115,909784,SKCM,skin,melanoma,,2.4593222,"IBSP, FREM1, MPZ, FLT1, ANGPT2, GDNF, ITGA11, CD36, SHC4, ADCY1",hsa04514
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000305,EC-GI-10,753555,ESCA,aero_digestive_tract,oesophagus,,-1.0969404,"FGF21, MC2R, ECSIT, E2F5, PAK5, HRAS, FGF20, CDC25B, ENAH, IL36G",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000311,NCI-H2122,722046,LUAD,lung,lung_NSCLC_adenocarcinoma,,-0.15658772,"FZD10, PPBP, CD36, TNFSF11, CARD14, IL1A, NRG4, CASP9, PDE3A, SPP1",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000315,KARPAS-422,907274,DLBC,blood,B_cell_lymphoma,,1.1569247,"CD1C, CCL4, ESR2, CCL4L2, TLR9, LTA, GADD45B, CD3G, IFNB1, HLA-DQA2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000319,MPP-89,908150,MESO,lung,mesothelioma,,2.315359,"SSTR1, FGF7, TP53, AGTR1, FGF1, RB1, SHC3, DDB2, CADM3, OXTR",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000320,PSN1,910546,PAAD,pancreas,pancreas,,2.1051009,"KDR, CREB3L3, SUCNR1, CACNG6, ACOX1, HRAS, MMP1, IL18R1, NTSR1, CACNA2D4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000322,HT-144,907067,SKCM,skin,melanoma,,2.1319516,"TSHB, HLA-DQA2, HTR5A, CADM3, DCT, FLT1, CTSK, TF, IFNA7, LRP2",hsa04514
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000323,42-MG-BA,687561,GBM,nervous_system,glioma,,1.731376,"GDF5, CXCL12, NTRK3, CCN4, FGF7, CASP2, PTGFR, PDGFRA, CTSH, COL6A3",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000326,JURL-MK1,1327771,LCML,blood,chronic_myeloid_leukaemia,,0.76733345,"CR1, CCR4, ITGA2B, MMP7, PLCB2, IL10, NTRK3, SESN1, IL2RA, LILRA4",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000330,EFM-19,906851,BRCA,breast,breast,,2.12657,"CCL21, KRT32, PGR, COL2A1, RBL2, IL20, GTF2A1L, SCUBE2, FREM2, CACNA1I",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000332,YAPC,909904,PAAD,pancreas,pancreas,,2.536548,"IL19, UBE2I, SHH, TMSB4Y, ADRA1B, IL10, GLP1R, IFNL1, GYS1, ARRB2",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000334,DB,906832,DLBC,blood,B_cell_lymphoma,,0.7803003,"MYH11, GRIN2A, OCLN, TCL1B, MS4A1, ITGA9, TIGIT, TLR9, TRHR, TAF4B",
Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,ACH-000336,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,,1.319728,"CD1D, CCR1, CR1, GADD45B, FCGR1A, CSF3R, CYBB, CCR2, NTRK2, GNG10",
